GRBa;GRB X-ray position;Error;Instrument;IPNb;XAb;OTb;RAb;IAUC;zc
190821A;16h40m18sÿ-34ø 01';3;Swift;y;y;?;;;
190816A;22h44m46sÿ-29ø 44';3;Swift;;y;;;;
190810AS;12h48m12sÿ28ø 30';257*7;Fermi;y;;;;;
190805B;14h07m25sÿ+19ø 46';60;MAXI;y;;;;;
190804B;15h57m45sÿ-44ø 23';60;MAXI;;y;;;;
190731A;22h38m53sÿ-76ø 35';17;Fermi;y;y;;;;
190727B;08h25m55sÿ-13ø 16';3;Swift;y;;;;;
190720A;13h41m37sÿ+41ø 20';1146*8;Fermi;y;;;;;
190719C;16h00m50sÿ+12ø 59';3;Swift;y;y;y;;;2.469
190719B;22h58m04sÿ+59ø 51';2.5;INTEGRAL;;;;;;
190718A;22h26m07sÿ-41ø 13';3;Swift;;y;;;;
190708B;21h47m25sÿ+07ø 38';60;MAXI;y;y;;;;
190706B;07h09m48sÿ-29ø 35';3;Swift;;y;y;;;
190706A;01h46m25sÿ-43ø 15';60;MAXI;;;;;;
190701B;23h21m38sÿ+64ø 21';2.6;INTEGRAL;y;;;;;
190701A;01h52m15sÿ+58ø 54';3;Swift;y;y;;;;
190630C;19h35m38sÿ-32ø 45';3;Swift;y;y;;;;
190630B;14h54m41sÿ+41ø 31';3;Swift;;y;;;;
190627A;16h19m19sÿ-05ø 18';3;Swift;y;y;y;;;1.942
190613B;20h21m41sÿ-04ø 40';3;Swift;y;y;y;;;
190613A;12h10m14sÿ+67ø 14';3;Swift;y;y;y;;;2.78?
190611B;05h39m2sÿ+50ø 50';354*6;Fermi;y;;;;;
190611A;21h39m05sÿ-56ø 05';3;Swift;;y;;;;
190610AS;03h05m09sÿ-07ø 40';3;Swift;y;;;;;
190604B;19h50m21sÿ-32ø 56';3;Swift;;y;y;;;
190531B;01h37m29sÿ-41ø 58';6.6;Fermi;y;y;;;;
190530A;08h03m03sÿ+35ø 30';10;Fermi;y;y;y;;;<2.2
190519A;07h39m03sÿ-38ø 49';3;Swift;y;y;;;;
190515B;06h35m22sÿ+52ø 18';3;Swift;y;y;;;;
190515AS;09h10m45sÿ+29ø 17';54;Fermi;y;;;;;
190512A;05h29m46sÿ-07ø 34';3;Swift;y;y;;;;
190511A;08h25m45sÿ-20ø 14';3;Swift;y;y;y;;;
190501A;11h34m22sÿ+62ø 06';48;AGILE;y;;;;;
190427AS;18h40m51sÿ+40ø 19';3;Swift;y;;;;;
190424A;03h14m43sÿ+20ø 14';3;Swift;;;;;;
190422A;12h08m30sÿ-60ø 14';3;Swift;y;y;;;;
190415A;01h52m13sÿ+20ø 16';246*39;IPN;y;;;;;
190408A;03h09m22sÿ+01ø 45';60;MAXI;;;;;;
190404B;14h43m05sÿ-22ø 41';60;MAXI;y;y;;;;
190404A;00h48m21sÿ+27ø 29';60;MAXI;y;;;;;
190331B;21h45m02sÿ-54ø 33';3;Swift;;;;;;
190331A;01h54m18sÿ+27ø 37';3;Swift;y;;;;;
190329A;22h13m05sÿ+19ø 38';64*8;IPN;y;;;;;
190326AS;22h46m37sÿ+49ø 54';3;Swift;y;;;;;
190324A;03h18m18sÿ-47ø 14';3;Swift;y;y;y;;;
190320A;07h51m15sÿ-45ø 53';3;Swift;y;y;;;;
190311A;14h08m24sÿ+53ø 31';3;Swift;y;y;y;;;
190306A;14h52m01sÿ+30ø 33';60;MAXI;y;;;;;
190305A;00h45m31sÿ-50ø 12';60;MAXI;y;;;;;
190304A;01h07m38sÿ-80ø 42';65*10;IPN;;;;;;
190220B;16h09m54sÿ-21ø 08';3;INTEGRAL;;;;;;
190220A;22h00m34sÿ-76ø 41';3;Swift;;y;y;;;
190219A;12h39m02sÿ+76ø 37';3;Swift;;y;;;;
190211A;13h06m42sÿ+41ø 58';3;Swift;;y;y;;;
190204A;23h26m08sÿ+54ø 53';3;Swift;y;y;y;;;
190203A;01h30m18sÿ+55ø 55';3;Swift;y;y;y;;;
190202A;11h06m03sÿ+09ø 23';3;Swift;y;y;y;;;
190129B;07h49m08sÿ+01ø 15';122*13;IPN;y;y;;;;
190129A;00h45m44sÿ-31ø 48';60;MAXI;y;;;;;
190123A;03h32m55sÿ+45ø 29';3;Swift;y;y;;;;
190122A;17h14m50sÿ+48ø 07';55;Fermi;y;;;;;
190117A;07h35m27sÿ+06ø 31';202*14;IPN;y;;;;;
190114C;03h38m02sÿ-26ø 56';3;Swift;y;y;y;y;;0.425
190114B;11h39m32sÿ+18ø 53';3;Swift;;y;y;;;
190114A;04h22m11sÿ+02ø 10';3;Swift;;y;y;;;3.3765
190110A;18h27m32sÿ-53ø 41';3;Swift;y;;;;;
190109B;03h42m23sÿ+63ø 35';3;Swift;y;y;;;;
190109A;02h12m52sÿ+38ø 07';3;Swift;y;y;;;;
190106A;01h59m33sÿ+23ø 51';3;Swift;;y;y;;;1.859
190103B;14h10m18sÿ+35ø 16';3;Swift;y;y;;;;
190103A;16h45m38sÿ+17ø 23';161*26;Agile;y;;;;;
181231A;16h58m22sÿ+00ø 37';14;Fermi;;;;;;
181228A;03h19m19sÿ+13ø 12';3;Swift;y;y;y;;;
181227A;01h59m33sÿ-53ø 19';167*28;Fermi;y;;;;;
181225A;23h12m17sÿ-09ø 29';8;AGILE;y;;;;;
181224A;08h23m43sÿ+06ø 12';3;Swift;;;;;;
181222A;18h03m54sÿ-38ø 42';60;MAXI;;;;;;
181213A;16h32m50sÿ+78ø 30';3;Swift;y;y;y;;;<2.4
181212A;20h02m39sÿ+00ø 19';326*29;Fermi;y;;;;;
181205A;13h19m49sÿ+08ø 12';2;INTEGRAL;;;;;;
181203A;07h13m29sÿ-39ø 46';3;Swift;;y;;;;
181202A;18h42m59sÿ+27ø 67';3;Swift;;y;y?;;;
181201A;21h17m17sÿ-12ø 38';3;INTEGRAL;y;y;y;y;;<1.88
181127A;19h01m22sÿ+31ø 41';2.5;INTEGRAL;;;;;;
181126AS;10h09m24sÿ-29ø 41';3;Swift;y;y;;;;
181125A;17h53m39sÿ-02ø 37';3;Swift;y;;;;;
181123BS;12h17m23sÿ+14ø 35';3;Swift;;y;y;;;1.754
181121AS;00h57m42sÿ-11ø 59';468*29;Agile;;;;;;
181120A;01h21m31sÿ+04ø 10';60;Fermi;;;;;;
181110A;20h09m22sÿ-36ø 54';3;Swift;y;y;y;;;1.505
181103A;13h08m26sÿ+52ø 14';3;Swift;;y;y;;;
181030A;09h47m41sÿ+14ø 40';3;Swift;;y;y;;;
181028A;05h55m33sÿ-21ø 10';12;Fermi;y;;;;;
181027A;15h01m32sÿ+30ø 53';3;Swift;y;;;;;
181023A;16h33m19sÿ+19ø 34';3;Swift;;y;;;;
181022A;03h47m11sÿ-29ø 20';3;Swift;;y;;;;
181020A;00h55m52sÿ-47ø 23';3;Swift;y;y;y;;;2.938
181016A;15h25m04sÿ-35ø 17';3;Swift;;;;;;
181013A;13h50m24sÿ+40ø 11';3;Swift;;y;;;;
181011A;06h13m21sÿ+20ø 23';16*11;MAXI;y;;;;;
181010A;03h30m14sÿ-23ø 02';3;Swift;y;y;y;;;1.39
181003A;03h30m17sÿ-34ø 01';3;Swift;;y;;;;
181002A;04h18m57sÿ+15ø 14';3;Swift;;y;;;;
180930A;05h07m29sÿ-25ø 08';3;Swift;;y;;;;
180925A;21h00m51sÿ-64ø 27';3;Swift;y;y;y;;;
180924A;03h16m39sÿ-58ø 30';3;Swift;;y;;;;
180923A;02h33m13sÿ+06ø 18';60;MAXI;y;;;;;
180914B;22h09m48sÿ+24ø 53';20;AGILE;y;y;y;;;1.096
180914A;03h30m58sÿ-05ø 16';24;Fermi;y;;;;;
180905A;06h04m08sÿ-04ø 35';3;Swift;;y;;;;
180904A;18h17m00sÿ+46ø 37';3;Swift;;y;;;;
180829A;04h06m54sÿ-01ø 59';22*17;MAXI;;;;;;
180828A;17h54m48sÿ-25ø 48';3;Swift;y;y;;;;
180824AS;00h40m14sÿ+56ø 37';3;IPN;y;;;;;
180823A;14h01m24sÿ+14ø 53';3;Swift;;y;;;;
180821A;00h31m03sÿ-38ø 37';3;Swift;;y;;;;
180818B;06h56m56sÿ+39ø 20';3;Swift;y;y;y?;;;
180818A;11h18m27sÿ-48ø 21';3;Swift;;y;;;;
180812A;16h23m33sÿ+74ø 40';3;Swift;y;y;y;;;
180809B;19h58m48sÿ-15ø 18';3;Swift;y;y;y;;;
180809A;19h51m10sÿ-34ø 40';8;MAXI;y;y;;;;
180806A;00h46m13sÿ+24ø 20';280;Fermi;y;y;y;;;
180805BS;01h43m15sÿ-17ø 30';3;Swift;y;y;;;;0.6609?
180805A;11h10m07sÿ-45ø 20';3;Swift;;y;;;;
180728BS;14h48m19sÿ+15ø 57';564*19;IPN;y;;;;;
180728A;16h54m17sÿ-54ø 02';3;Swift;y;y;y;;;0.117
180727A;23h06m40sÿ-63ø 03';3;Swift;y;y;;;;
180722A;20h11m34sÿ+24ø 13';13*11;MAXI;;;;;;
180721A;23h10m47sÿ+04ø 53';3;Swift;;y;;;;
180720C;17h42m30sÿ-26ø 35';3;Swift;y;y;;;;
180720B;00h02m07sÿ-02ø 56';3;Swift;y;y;y;y;;0.654
180718B;02h58m43sÿ-31ø 30';39;Fermi;y;;;;;
180718AS;22h24m05sÿ+02ø 47';3;IPN;y;;;;;
180715AS;15h40m17sÿ+15ø 38';3;Swift;y;;;;;
180714A;16h11m38sÿ+33ø 16';3.1;INTEGRAL;;;;;;
180709A;02h32m28sÿ+60ø 21';3;Swift;y;;;;;
180706A;12h06m40sÿ+66ø 02';3;Swift;y;y;y;;;
180705A;14h10m23sÿ-11ø 38';3;Swift;;y;;;;
180704A;02h10m33sÿ+69ø 57';3;Swift;y;y;;;;
180703BS;06h27m41sÿ-29ø 53';24;Fermi;y;;;;;
180703A;00h26m10sÿ-67ø 05';18;Fermi;y;y;y;;;0.6678
180701A;21h19m40sÿ-04ø 30';20;MAXI;y;;;;;
180630A;03h15m14sÿ-87ø 29';3;Swift;y;y;y;;;
180626CS;18h34m19sÿ+47ø 14';1130*22;IPN;y;;;;;
180626BS;14h18m13sÿ+12ø 25';1030*29;IPN;y;;;;;
180626A;16h14m16sÿ+14ø 45';3;Swift;y;y;y;;;
180624A;21h12m17sÿ-02ø 20';3;Swift;;y;y;;;2.855
180623A;14h18m03sÿ-60ø 18';3;Swift;y;y;y;;;
180620B;23h50m04sÿ-57ø 57';3;Swift;y;y;y;;;1.1175
180620A;18h39m32sÿ+23ø 16';3;Swift;y;y;y;;;
180618AS;11h19m45sÿ+73ø 51';3;Swift;y;y;y;;;
180614A;00h12m38sÿ+46ø 57';3;Swift;;y;;;;
180613A;14h06m15sÿ-43ø 05';3;Swift;;y;y;;;
180611A;03h05m53sÿ-48ø 50';672*54;IPN;y;;;;;
180605A;03h10m02sÿ-48ø 39';140*29;IPN;y;;;;;
180602A;09h29m21sÿ+32ø 06';3;Swift;;y;;;;
180529AS;06h31m47sÿ-54ø 54';85*33;Agile;y;;;;;
180526A;07h14m18sÿ+03ø 41';118*60;IPN;y;;;;;
180514A;13h09m36sÿ+36ø 58';3;Swift;;y;y;;;
180512A;13h27m49sÿ+21ø 24';3;Swift;;y;;;;
180510B;05h11m57sÿ-62ø 20';3;Swift;;y;y;;;1.305
180510A;18h25m16sÿ-31ø 55';3;Swift;y;y;;;;
180504A;22h04m34sÿ-14ø 40';3;Swift;;y;;;;
180427A;18h04m03sÿ+68ø 27';173*37;IPN;y;;;;;
180425A;04h17m53sÿ-32ø 57';3;Swift;;y;;;;
180418A;11h20m27sÿ+24ø 57';3;Swift;y;y;y;;;
180411A;23h47m19sÿ+66ø 47';3;Swift;y;y;;;;
180410A;06h23m56sÿ+12ø 48';3;Swift;y;y;;;;
180409A;11h43m22sÿ+36ø 18';49*19;IPN;y;y;;;;
180407A;02h20m58sÿ+33ø 30';3;Swift;;;;;;
180404C;06h09m13sÿ+07ø 49';340*80;IPN;y;;;;;
180404B;03h33m32sÿ-50ø 12';3;Swift;y;y;y;;;
180404A;05h34m15sÿ-37ø 10';3;Swift;;y;y;;;1.000
180402AS;16h47m37sÿ-14ø 58';3;Swift;y;y;;;;
180331B;13h07m17sÿ+61ø 43';3;Swift;;y;;;;
180331A;04h24m04sÿ+13ø 24';3;Swift;;y;;;;
180329B;05h31m40sÿ-23ø 42';3;Swift;;y;y;;;1.998
180329A;21h57m11sÿ-15ø 04';3;Swift;;;;;;
180326A;19h26m55sÿ-13ø 33';182*47;IPN;y;;;;;
180325A;10h29m44sÿ+24ø 26';3;Swift;y;y;y;;;2.248
180324A;05h06m20sÿ+56ø 43';3;Swift;y;y;;;;
180318A;12h01m22sÿ+33ø 56';230*18;IPN;y;;;;;
180317A;06h08m47sÿ+23ø 10';130*10;IPN;y;;;;;
180316A;17h41m45sÿ+00ø 44';3;Swift;y;y;y;;;
180314B;19h51m28sÿ+23ø 37';3;Swift;;y;;;;
180314A;06h37m06sÿ-24ø 29';3;Swift;y;y;y;;;
180311A;00h13m44sÿ-54ø 29';3;Swift;;y;;;;
180305A;03h18m41sÿ+32ø 06';6.6;Fermi;y;y;y;;;
180224A;13h30m39sÿ+38ø 05';3;Swift;;y;y;;;
180222A;17h06m17sÿ-36ø 48';3;Swift;y;y;;;;
180210A;00h07m12sÿ+18ø 21';11;Fermi;y;y;;;;
180205A;08h27m17sÿ+11ø 33';3;Swift;y;y;y;;;1.409
180204AS;22h00m28sÿ+30ø 51';3;Swift;y;y;;;;
180116A;14h22m37sÿ+18ø 58';8*7;MAXI;y;;;;;
180115A;00h48m18sÿ-15ø 36';3;Swift;;y;y;;;2.487?
180113C;11h41m12sÿ-63ø 16';160*14;IPN;y;;;;;
180113B;00h26m47sÿ+24ø 01';384*35;IPN;y;;;;;
180113A;01h16m52sÿ+68ø 41';3;Swift;y;;;;;
180111A;09h59m22sÿ+48ø 16';3;Swift;y;y;y;;;
180103A;10h38m20sÿ-53ø 33';3;Swift;y;y;;;;
180102A;13h32m28sÿ+62ø 09';3;Swift;y;y;;;;
171222A;09h53m10sÿ+35ø 37';3;Swift;y;y;y;;;2.409
171216B;22h40m16sÿ+52ø 03';24*10;IPN;y;;;;;
171216A;14h08m19sÿ-50ø 28';3;Swift;;y;;;;
171212B;02h37m46sÿ-70ø 37';23;Fermi;y;;;;;
171212A;19h35m36sÿ+20ø 34';3;Swift;y;y;;;;
171211A;06h32m26sÿ-58ø 40';3;Swift;;y;;;;
171210A;22h21m14sÿ+24ø 26';10;Fermi;y;;;;;
171209A;09h17m32sÿ-30ø 32';3;Swift;y;y;y;;;
171205A;11h09m47sÿ-12ø 36';3;Swift;y;y;y;y;;0.0368
171124A;22h22m05sÿ+35ø 13';12;Fermi;y;y;;;;
171123A;12h24m46sÿ+32ø 32';3;Swift;;y;y;;;
171120A;10h55m09sÿ+22ø 27';3;Swift;y;y;;;;
171119A;09h01m16sÿ-50ø 17';250*8;IPN;y;;;;;
171115A;18h33m39sÿ+09ø 08';3;Swift;;y;;;;
171112A;01h20m18sÿ-59ø 38';60;MAXI;y;;;;;
171103AS;16h38m09sÿ-10ø 13';3;Swift;y;y;;;;
171102B;19h12m25sÿ+22ø 26';3;Swift;;y;;;;
171102A;12h30m55sÿ+54ø 02';49;Fermi;y;;;;;
171027A;04h06m43sÿ-02ø 36';3;Swift;y;y;;;;
171022A;14h21m25sÿ+12ø 51';1314*12;IPN;y;;;;;
171020A;02h37m03sÿ+15ø 11';3;Swift;;y;y;;;1.87
171011A;15h47m03sÿ-10ø 04';3;Swift;;;;;;
171010B;02h16m30sÿ-54ø 25';3;Swift;y;y;;;;
171010A;04h26m58sÿ-10ø 32';14;Fermi;y;y;y;y;;0.3285
171007A;09h02m10sÿ+42ø 51';3;Swift;y;y;;;;
171004A;09h16m39sÿ+52ø 41';3;Swift;;y;?;;;
171001A;01h28m21sÿ-11ø 54';3;Swift;;y;y;;;
170921B;08h49m30sÿ+57ø 03';2250*14;IPN;y;;;;;
170921A;01h47m24sÿ+30ø 52';3;Swift;y;y;;n;;
170912B;14h21m52sÿ-62ø 02';3;Swift;y;y;;;;
170912A;11h09m29sÿ-54ø 22';3;Swift;;y;;;;
170911A;04h48m23sÿ+30ø 55';23*19;MAXI;y;;;;;
170906C;08h34m49sÿ+70ø 47';3;Swift;y;y;;n;;
170906B;15h28m53sÿ-28ø 15';3;Swift;y;y;;;;
170906A;13h35m58sÿ-47ø 07';3;Swift;y;y;y;;;
170904A;02h21m30sÿ-32ø 30';13*192;IPN;y;;;;;
170903A;16h58m03sÿ+34ø 59';3;Swift;y;y;;n;;0.886?
170830A;17h48m58sÿ-02ø 00';5*3;MAXI;y;;;;;
170827A;18h24m43sÿ-40ø 13';3;Swift;;y;;;;
170826B;22h05m02sÿ-33ø 54';180*20;Fermi;;;;n;;
170823A;12h34m53sÿ+35ø 35';3;Swift;;;;n;;
170822A;06h17m32sÿ+55ø 01';3;Swift;y;y;y;n;;
170817AS;12h47m00sÿ-39ø 48';700;Fermi;y;y;y;y;;0.009783
170816A;23h23m22sÿ+12ø 51';139*19;IPN;y;;;;;
170813A;13h24m13sÿ-05ø 28';3;Swift;y;y;;;;
170810A;12h31m48sÿ+03ø 39';3;Swift;y;y;y;y;;
170808B;09h42m38sÿ+02ø 11';20;Fermi;y;;;;;
170808A;10h30m15sÿ-28ø 17';20;MAXI;;;;;;
170807A;09h33m31sÿ-17ø 20';3;Swift;;;;;;
170805AS;17h56m56sÿ-18ø 19';276*9;IPN;y;;;;;
170804A;00h25m44sÿ-64ø 45';3;Swift;;y;y;;;
170803A;11h39m48sÿ-16ø 19';3;Swift;y;y;y;;;
170730A;16h21m12sÿ-60ø 53';3;INTEGRAL;;;;;;
170728B;15h52m11sÿ+70ø 09';3;Swift;y;y;y;n;;
170728A;03h55m35sÿ+12ø 09';3;Swift;;y;y;n;;
170724A;10h17m17sÿ+01ø 59';3;Swift;y;;;;;
170714A;02h17m17sÿ+01ø 59';3;Swift;;y;y;y;;0.793
170711A;03h03m09sÿ+47ø 51';3;Swift;y;y;;;;
170710C;23h29m01sÿ+51ø 18';2.5;INTEGRAL;;;;;;
170710B;02h52m29sÿ+42ø 41';450;Fermi;y;;;;;
170710A;15h27m15sÿ-38ø 33';3;Swift;;y;y;;;
170708A;22h23m20sÿ+19ø 48';276*17;IPN;;;;;;
170705A;12h46m49sÿ+18ø 18';3;Swift;y;y;y;;;2.010
170629A;08h40m04sÿ-46ø 35';3;Swift;y;y;;;;
170626A;11h01m39sÿ+56ø 28';3;Swift;y;y;y;;;
170616AS;07h33m45sÿ-02ø 15';221*13;IPN;y;;;;;
170610A;06h10m16sÿ-09ø 25';14;MAXI;;;;;;
170607A;00h29m22sÿ+09ø 14';3;Swift;y;y;y;;;0.557
170604A;22h50m35sÿ-15ø 25';3;Swift;y;y;y;;;1.329
170531B;19h07m35sÿ-16ø 26';3;Swift;;y;y;;;2.366
170531A;08h05m03sÿ-14ø 02';3;Swift;;y;;;;
170526A;00h18m50sÿ+01ø 14';3;Swift;;y;;n;;
170524B;06h03m27sÿ-17ø 05';3;Swift;y;y;y;;;
170524AS;21h17m49sÿ+48ø 35';3;Swift;;y;;;;
170522B;10h37m04sÿ-35ø 33';109*7;IPN;y;;;;;
170522A;09h17m22sÿ+25ø 40';11;Fermi;y;y;;;;
170519A;10h53m48sÿ+25ø 23';3;Swift;;y;y;n;;0.818
170516A;02h46m24sÿ-55ø 54';3;Swift;;y;;;;
170511A;20h02m31sÿ+33ø 19';17;MAXI;y;;;;;
170510A;10h39m39sÿ-39ø 20';20;Fermi;y;y;y;;;
170428AS;22h00m15sÿ+26ø 55';3;Swift;y;y;y;;;0.454
170424A;22h54m48sÿ-45ø 07';27;Fermi;y;;;;;
170419B;04h01m59sÿ-15ø 06';3;Swift;y;;;;;
170419A;05h19m28sÿ-21ø 25';3;Swift;;y;;;;
170409A;23h10m07sÿ-07ø 10';9;Fermi;y;;;;;
170405A;14h39m14sÿ-25ø 15';3;Swift;y;y;y;;;3.510
170331A;21h35m08sÿ-24ø 25';3;Swift;;y;;;;
170330A;18h53m18sÿ-13ø 26';3;Swift;y;y;y;;;
170329A;23h46m24sÿ+09ø 48';36;Fermi;y;;;;;
170325AS;08h29m56sÿ+20ø 32';3;Swift;y;;y?;;;
170320A;21h20m18sÿ+55ø 04';11*303;IPN;y;;;;;
170318B;18h57m07sÿ+06ø 16';3;Swift;y;y;;;;
170318A;20h22m35sÿ+28ø 25';3;Swift;;y;;;;
170317A;06h12m21sÿ+50ø 31';3;Swift;;y;y;;;
170311B;23h39m40sÿ+31ø 11';13*85;IPN;y;;;;;
170311A;18h42m15sÿ-30ø 04';3;Swift;;y;;;;
170307A;00h54m08sÿ+09ø 32';3;Swift;y;;;n;;
170306B;10h18m36sÿ+51ø 38';39;Fermi;y;;;;;
170306A;17h32m20sÿ-44ø 45';3;Swift;;y;y;;;
170305A;02h38m38sÿ+09ø 54';29*190;IPN;y;;;;;
170228A;15h58m12sÿ-03ø 35';17;Fermi;;;;;;
170222A;19h31m49sÿ+28ø 13';48*9;IPN;;;;;;
170219A;03h39m22sÿ+50ø 04';85*8;IPN;;;;;;
170214A;17h05m19sÿ-01ø 53';4.8;Fermi;y;y;y;;;2.53
170210A;07h08m32sÿ-46ø 48';197*10;IPN;y;;;;;
170209A;07h08m32sÿ-46ø 48';150;Fermi;y;;y;;;
170208B;08h28m37sÿ-09ø 02';3;Swift;y;y;y;;;
170208A;11h06m15sÿ-46ø 47';3;Swift;y;y;;;;
170206B;18h07m09sÿ+11ø 13';3;Swift;;y;;;;
170206AS;14h11m10sÿ+14ø 29';51;Fermi;y;;;;;
170205A;17h28m36sÿ-00ø 03';3;Swift;y;y;y;;;
170203A;22h11m26sÿ+25ø 10';3;Swift;;;;;;
170202A;10h10m07sÿ+05ø 00';3;Swift;;y;y;;;3.645
170131A;22h45m55sÿ+64ø 00';3;Swift;y;y?;;;;
170127CS;22h37m19sÿ-63ø 56';24;Fermi;y;;;;;
170127BS;01h19m47sÿ-30ø 20';3;Swift;y;y;;;;
170127A;11h37m21sÿ-45ø 51';3;Swift;;y;;;;
170126A;17h34m19sÿ-64ø 45';3;Swift;y;y;y;;;
170121B;04h50m18sÿ-09ø 16';107;Fermi;y;?;y?;;;
170117A;04h06m21sÿ+21ø 45';3;Swift;;;;;;
170115B;12h36m29sÿ-46ø 51';16;Fermi;y;;;;;
170115A;22h08m37sÿ+13ø 47';3;Swift;;y;;n;;
170113A;04h06m36sÿ-71ø 55';3;Swift;y;y;y;;;1.968
170112AS;01h00m56sÿ-17ø 11';3;Swift;;n;?;;;
170111A;01h22m52sÿ-32ø 32';3;Swift;;y;;;;
170105A;09h13m13sÿ+61ø 06';3;IPN;y;y;y;y;;
170101A;17h48m25sÿ+11ø 39';3;Swift;;;;;;
161224A;13h39m18sÿ-18ø 02';3;Swift;;y;;;;
161223A;17h19m31sÿ-25ø 01';3;Swift;;;;;;
161220A;23h23m16sÿ-47ø 30';3;Swift;;y;;;;
161219B;06h06m52sÿ-26ø 47';3;Swift;y;y;y;y;;0.1475
161219A;12h33m45sÿ+10ø 28';3.2;INTEGRAL;;;;;;
161218A;16h21m02sÿ-04ø 07';3;Swift;y;;;;;
161217A;10h02m33sÿ+52ø 23';3;Swift;;y;;;;
161214B;00h15m24sÿ+07ø 21';3;Swift;;y;y;;;
161214A;12h42m55sÿ+06ø 50';3.2;INTEGRAL;;;y;;;
161202A;23h47m35sÿ+19ø 38';3;Swift;y;y;;;;
161129A;21h04m46sÿ+32ø 07';3;Swift;y;y;y;;;0.645
161123A;02h08m51sÿ-39ø 39';60;MAXI;;;;;;
161117B;19h55m25sÿ-67ø 42';3;Swift;;y;;;;
161117A;21h28m17sÿ-29ø 38';3;Swift;y;y;y;;;1.549
161113A;11h59m20sÿ-05ø 21';3;Swift;;y;;;;
161109A;10h31m26sÿ+61ø 48';16;Fermi;;;;;;
161108A;12h03m08sÿ+24ø 52';3;Swift;;y;y;n;;1.159
161105A;08h00m39sÿ-44ø 47';3;Swift;;y;;;;
161104AS;05h11m31sÿ+51ø 27';3;Swift;;y;;;;
161023A;20h44m08sÿ-47ø 40';2.6;INTEGRAL;y;y;y;;;2.708
161022A;08h35m52sÿ+54ø 22';3;Swift;y;y;;n;;
161020B;04h12m25sÿ-75ø 35';204*21;IPN;y;;;;;
161020A;10h44m08sÿ-54ø 46';2;INTEGRAL;y;;;;;
161017A;09h31m04sÿ+43ø 08';3;Swift;y;y;y;n;;2.013
161015A;17h56m36sÿ+30ø 11';12.6;Fermi;y;y;;n;;
161014A;22h10m31sÿ+07ø 29';3;Swift;y;y;y;n;;2.823
161011A;16h22m51sÿ+08ø 20';3;Swift;;y;y;n;;
161010A;18h20m57sÿ-28ø 46';2.7;INTEGRAL;y;y;y?;;;
161007A;06h53m34sÿ+23ø 17';3;Swift;;y;;;;
161004B;07h28m38sÿ-39ø 54';3;Swift;y;y;;;;
161004A;17h32m41sÿ-00ø 56';3;Swift;;y;y;;;
161001A;04h47m39sÿ-57ø 17';3;Swift;y;y;y;;;
160927AS;17h05m03sÿ+17ø 19';3;Swift;;y;y;n;;
160917A;19h42m41sÿ+46ø 24';3;Swift;y;y;y;;;
160912A;20h06m04sÿ+57ø 33';3;Swift;y;y;y;n;;
160910A;14h45m02sÿ+38ø 46';21;Fermi;y;y;y;y;;
160905A;10h48m57sÿ-50ø 48';3;Swift;y;y;y;;;
160829A;13h26m48sÿ-56ø 46';8;Fermi;;;;;;
160827A;11h57m11sÿ-29ø 10';3;Swift;;;;;;
160826A;12h12m18sÿ-67ø 41';3;Swift;;y;;;;
160824A;05h20m19sÿ+40ø 02';3;Swift;;y;y?;n;;
160821BS;18h39m57sÿ+62ø 24';3;Swift;y;y;y;y;;0.16
160821A;11h24m59sÿ+42ø 21';3;Swift;y;;y;n;;
160819A;07h36m33sÿ-22ø 21';66;Fermi;y;;;;;
160816A;19h18m43sÿ-35ø 38';8;Fermi;y;y;;y?;;
160815A;19h14m11sÿ+84ø 19';3;Swift;y;y;y;;;
160814A;09h04m17sÿ-20ø 58';60;MAXI;y;;;;;
160804A;14h46m33sÿ+10ø 00';3;Swift;y;y;y;;;0.736
160802A;01h52m07sÿ+71ø 22';53*36;IPN;y;;;;;
160801A;14h11m03sÿ+13ø 30';3;Swift;;y;;;;
160726AS;06h35m17sÿ-06ø 33';3;Swift;y;;;;;
160720A;03h52m37sÿ+73ø 54';162*45;Fermi;y;;;;;
160716A;12h42m10sÿ-61ø 22';3;Swift;;y;y?;;;
160714AS;15h37m51sÿ+63ø 50';3;Swift;y;?;;;;
160712A;20h16m36sÿ-26ø 59';3;Swift;y;y;;;;
160709AS;15h43m59sÿ-28ø 11';11;Fermi;y;;;;;
160705B;11h12m21sÿ+46ø 43';3;Swift;;y;y;;;
160705A;07h47m00sÿ-14ø 59';60;MAXI;;;;;;
160703A;19h09m34sÿ+36ø 54';3;Swift;y;y;y;;;<1.5ph
160702A;15h23m33sÿ+08ø 43';72*22;IPN;y;;;;;
160630A;13h12m57sÿ-56ø 04';3;Swift;;y;y;;;
160629A;00h19m17sÿ+76ø 59';3.1;INTEGRAL;y;y;y;;;3.332
160625B;20h33m04sÿ+06ø 54';3;Fermi;y;y;y;y;;1.406
160625A;11h47m45sÿ-65ø 07';3;Swift;;y;;;;
160624AS;22h00m49sÿ+29ø 38';3;Swift;y;y;;;;0.483
160623A;21h00m58sÿ+42ø 16';6;Fermi;y;y;y;y;;0.367
160620AS;16h42m39sÿ+30ø 19';87*28;IPN;y;;;;;
160612AS;23h13m27sÿ-25ø 22';3;Fermi;y;;;;;
160611A;10h57m45sÿ-70ø 24';3;Swift;;y;;;;
160607A;00h54m39sÿ-04ø 57';3;Swift;y;y;y;;;
